,Teplota vzduchu,Rychlost otáček,Kroutící moment,Opotřebení nástroje,Porucha,T,R,K,O
4153,302.0,1212,55.6,79,1,"(301.957, 302.643]","(1163.0, 1224.714]","(54.986, 57.943]","(69.875, 126.5]"
478,297.4,1833,22.6,161,0,"(297.157, 297.843]","(1780.143, 1841.857]","(22.457, 25.414]","(126.5, 183.125]"
1352,298.7,1598,33.3,36,0,"(298.529, 299.214]","(1595.0, 1656.714]","(31.329, 34.286]","(13.25, 69.875]"
4309,301.3,1501,39.5,27,0,"(301.271, 301.957]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
5698,302.5,1265,59.8,119,0,"(301.957, 302.643]","(1224.714, 1286.429]","(57.943, 60.9]","(69.875, 126.5]"
2647,299.8,1408,45.6,156,0,"(299.214, 299.9]","(1348.143, 1409.857]","(43.157, 46.114]","(126.5, 183.125]"
8460,298.7,1372,54.7,44,0,"(298.529, 299.214]","(1348.143, 1409.857]","(52.029, 54.986]","(13.25, 69.875]"
8198,299.3,1374,48.9,222,0,"(299.214, 299.9]","(1348.143, 1409.857]","(46.114, 49.071]","(183.125, 239.75]"
7689,300.6,1432,39.2,2,0,"(300.586, 301.271]","(1409.857, 1471.571]","(37.243, 40.2]","(-43.375, 13.25]"
9257,298.3,1296,58.7,201,0,"(297.843, 298.529]","(1286.429, 1348.143]","(57.943, 60.9]","(183.125, 239.75]"
2589,299.0,2250,16.6,208,0,"(298.529, 299.214]","(2212.143, 2273.857]","(16.543, 19.5]","(183.125, 239.75]"
1033,296.4,1556,38.0,62,0,"(295.786, 296.471]","(1533.286, 1595.0]","(37.243, 40.2]","(13.25, 69.875]"
4686,303.5,1562,34.2,107,0,"(303.329, 304.014]","(1533.286, 1595.0]","(31.329, 34.286]","(69.875, 126.5]"
5011,303.7,1634,33.8,63,0,"(303.329, 304.014]","(1595.0, 1656.714]","(31.329, 34.286]","(13.25, 69.875]"
2598,299.1,1320,67.5,20,1,"(298.529, 299.214]","(1286.429, 1348.143]","(66.814, 69.771]","(13.25, 69.875]"
5819,301.3,1418,41.9,208,0,"(301.271, 301.957]","(1409.857, 1471.571]","(40.2, 43.157]","(183.125, 239.75]"
4608,303.0,1519,38.0,139,0,"(302.643, 303.329]","(1471.571, 1533.286]","(37.243, 40.2]","(126.5, 183.125]"
8470,298.7,1464,38.0,74,0,"(298.529, 299.214]","(1409.857, 1471.571]","(37.243, 40.2]","(69.875, 126.5]"
9040,297.3,1550,37.0,54,0,"(297.157, 297.843]","(1533.286, 1595.0]","(34.286, 37.243]","(13.25, 69.875]"
7450,300.3,1451,41.0,55,0,"(299.9, 300.586]","(1409.857, 1471.571]","(40.2, 43.157]","(13.25, 69.875]"
4671,303.3,1511,43.4,65,0,"(302.643, 303.329]","(1471.571, 1533.286]","(43.157, 46.114]","(13.25, 69.875]"
5583,302.5,1673,29.9,42,0,"(301.957, 302.643]","(1656.714, 1718.429]","(28.371, 31.329]","(13.25, 69.875]"
3717,302.3,1443,44.1,51,0,"(301.957, 302.643]","(1409.857, 1471.571]","(43.157, 46.114]","(13.25, 69.875]"
9327,298.5,1504,33.7,182,0,"(297.843, 298.529]","(1471.571, 1533.286]","(31.329, 34.286]","(126.5, 183.125]"
3928,302.6,1442,59.8,169,1,"(301.957, 302.643]","(1409.857, 1471.571]","(57.943, 60.9]","(126.5, 183.125]"
3617,301.8,1529,41.6,12,0,"(301.271, 301.957]","(1471.571, 1533.286]","(40.2, 43.157]","(-43.375, 13.25]"
1425,298.6,1356,54.0,6,0,"(298.529, 299.214]","(1348.143, 1409.857]","(52.029, 54.986]","(-43.375, 13.25]"
9378,297.6,1816,28.8,106,0,"(297.157, 297.843]","(1780.143, 1841.857]","(28.371, 31.329]","(69.875, 126.5]"
2919,300.6,1726,30.0,147,0,"(300.586, 301.271]","(1718.429, 1780.143]","(28.371, 31.329]","(126.5, 183.125]"
3819,302.2,1567,36.4,100,0,"(301.957, 302.643]","(1533.286, 1595.0]","(34.286, 37.243]","(69.875, 126.5]"
1871,298.3,1840,21.5,88,0,"(297.843, 298.529]","(1780.143, 1841.857]","(19.5, 22.457]","(69.875, 126.5]"
5487,302.6,1611,39.9,210,0,"(301.957, 302.643]","(1595.0, 1656.714]","(37.243, 40.2]","(183.125, 239.75]"
480,297.4,1583,32.0,166,0,"(297.157, 297.843]","(1533.286, 1595.0]","(31.329, 34.286]","(126.5, 183.125]"
5972,300.5,1445,46.6,155,0,"(299.9, 300.586]","(1409.857, 1471.571]","(46.114, 49.071]","(126.5, 183.125]"
9600,298.9,1561,45.3,58,0,"(298.529, 299.214]","(1533.286, 1595.0]","(43.157, 46.114]","(13.25, 69.875]"
2888,300.6,1365,50.0,70,0,"(300.586, 301.271]","(1348.143, 1409.857]","(49.071, 52.029]","(69.875, 126.5]"
6686,301.7,1715,24.8,17,0,"(301.271, 301.957]","(1656.714, 1718.429]","(22.457, 25.414]","(13.25, 69.875]"
6315,301.0,1517,46.1,145,0,"(300.586, 301.271]","(1471.571, 1533.286]","(43.157, 46.114]","(126.5, 183.125]"
527,297.6,1592,35.8,57,0,"(297.157, 297.843]","(1533.286, 1595.0]","(34.286, 37.243]","(13.25, 69.875]"
4129,301.8,1666,32.7,19,0,"(301.271, 301.957]","(1656.714, 1718.429]","(31.329, 34.286]","(13.25, 69.875]"
722,297.5,1427,44.7,135,0,"(297.157, 297.843]","(1409.857, 1471.571]","(43.157, 46.114]","(126.5, 183.125]"
5120,304.2,1424,43.7,151,0,"(304.014, 304.7]","(1409.857, 1471.571]","(43.157, 46.114]","(126.5, 183.125]"
4722,303.4,1391,42.7,197,0,"(303.329, 304.014]","(1348.143, 1409.857]","(40.2, 43.157]","(183.125, 239.75]"
220,298.3,1416,52.7,151,0,"(297.843, 298.529]","(1409.857, 1471.571]","(52.029, 54.986]","(126.5, 183.125]"
9188,297.9,1502,40.2,30,0,"(297.843, 298.529]","(1471.571, 1533.286]","(40.2, 43.157]","(13.25, 69.875]"
1935,298.1,1377,55.1,42,0,"(297.843, 298.529]","(1348.143, 1409.857]","(54.986, 57.943]","(13.25, 69.875]"
344,297.5,2448,13.8,29,0,"(297.157, 297.843]","(2397.286, 2459.0]","(13.586, 16.543]","(13.25, 69.875]"
8332,298.8,1529,44.0,136,0,"(298.529, 299.214]","(1471.571, 1533.286]","(43.157, 46.114]","(126.5, 183.125]"
9674,299.1,1695,29.6,8,0,"(298.529, 299.214]","(1656.714, 1718.429]","(28.371, 31.329]","(-43.375, 13.25]"
4483,302.7,1489,42.7,33,0,"(302.643, 303.329]","(1471.571, 1533.286]","(40.2, 43.157]","(13.25, 69.875]"
9706,299.0,1705,30.1,84,0,"(298.529, 299.214]","(1656.714, 1718.429]","(28.371, 31.329]","(69.875, 126.5]"
8486,298.5,1501,40.2,114,0,"(297.843, 298.529]","(1471.571, 1533.286]","(40.2, 43.157]","(69.875, 126.5]"
9216,297.7,1469,43.7,96,0,"(297.157, 297.843]","(1409.857, 1471.571]","(43.157, 46.114]","(69.875, 126.5]"
6903,301.0,1609,35.8,156,0,"(300.586, 301.271]","(1595.0, 1656.714]","(34.286, 37.243]","(126.5, 183.125]"
9154,297.5,1596,36.0,141,0,"(297.157, 297.843]","(1595.0, 1656.714]","(34.286, 37.243]","(126.5, 183.125]"
5960,300.5,1606,33.5,121,0,"(299.9, 300.586]","(1595.0, 1656.714]","(31.329, 34.286]","(69.875, 126.5]"
7034,300.6,1830,26.2,78,0,"(300.586, 301.271]","(1780.143, 1841.857]","(25.414, 28.371]","(69.875, 126.5]"
6051,300.9,1382,51.2,136,0,"(300.586, 301.271]","(1348.143, 1409.857]","(49.071, 52.029]","(126.5, 183.125]"
2391,299.2,1580,32.6,142,0,"(298.529, 299.214]","(1533.286, 1595.0]","(31.329, 34.286]","(126.5, 183.125]"
7181,300.2,1331,52.1,30,0,"(299.9, 300.586]","(1286.429, 1348.143]","(52.029, 54.986]","(13.25, 69.875]"
4328,301.6,1326,48.2,77,1,"(301.271, 301.957]","(1286.429, 1348.143]","(46.114, 49.071]","(69.875, 126.5]"
6452,300.7,1376,50.8,75,0,"(300.586, 301.271]","(1348.143, 1409.857]","(49.071, 52.029]","(69.875, 126.5]"
1983,298.0,1459,44.4,163,0,"(297.843, 298.529]","(1409.857, 1471.571]","(43.157, 46.114]","(126.5, 183.125]"
8246,299.0,1552,39.9,114,0,"(298.529, 299.214]","(1533.286, 1595.0]","(37.243, 40.2]","(69.875, 126.5]"
1554,298.4,1584,31.7,117,0,"(297.843, 298.529]","(1533.286, 1595.0]","(31.329, 34.286]","(69.875, 126.5]"
4850,303.5,1441,56.8,88,0,"(303.329, 304.014]","(1409.857, 1471.571]","(54.986, 57.943]","(69.875, 126.5]"
9095,297.3,1458,45.7,202,0,"(297.157, 297.843]","(1409.857, 1471.571]","(43.157, 46.114]","(183.125, 239.75]"
9922,298.6,1566,39.1,36,0,"(298.529, 299.214]","(1533.286, 1595.0]","(37.243, 40.2]","(13.25, 69.875]"
7532,300.0,1629,32.1,55,0,"(299.9, 300.586]","(1595.0, 1656.714]","(31.329, 34.286]","(13.25, 69.875]"
6853,300.9,1417,40.7,24,0,"(300.586, 301.271]","(1409.857, 1471.571]","(40.2, 43.157]","(13.25, 69.875]"
4641,303.1,1494,42.7,221,0,"(302.643, 303.329]","(1471.571, 1533.286]","(40.2, 43.157]","(183.125, 239.75]"
2881,300.6,1588,37.0,50,0,"(300.586, 301.271]","(1533.286, 1595.0]","(34.286, 37.243]","(13.25, 69.875]"
1677,297.9,1647,30.8,212,0,"(297.843, 298.529]","(1595.0, 1656.714]","(28.371, 31.329]","(183.125, 239.75]"
4885,303.8,1748,25.1,175,0,"(303.329, 304.014]","(1718.429, 1780.143]","(22.457, 25.414]","(126.5, 183.125]"
1964,297.8,1405,46.9,113,0,"(297.157, 297.843]","(1348.143, 1409.857]","(46.114, 49.071]","(69.875, 126.5]"
901,295.6,1256,62.3,142,0,"(295.1, 295.786]","(1224.714, 1286.429]","(60.9, 63.857]","(126.5, 183.125]"
7130,300.6,1428,48.8,109,0,"(300.586, 301.271]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
3068,300.0,1622,31.8,103,0,"(299.9, 300.586]","(1595.0, 1656.714]","(31.329, 34.286]","(69.875, 126.5]"
2296,299.4,1553,42.7,128,0,"(299.214, 299.9]","(1533.286, 1595.0]","(40.2, 43.157]","(126.5, 183.125]"
6237,301.4,1414,38.8,162,0,"(301.271, 301.957]","(1409.857, 1471.571]","(37.243, 40.2]","(126.5, 183.125]"
5862,301.4,1470,40.6,86,0,"(301.271, 301.957]","(1409.857, 1471.571]","(40.2, 43.157]","(69.875, 126.5]"
296,298.0,1395,46.2,122,0,"(297.843, 298.529]","(1348.143, 1409.857]","(46.114, 49.071]","(69.875, 126.5]"
8778,297.5,1454,45.0,19,0,"(297.157, 297.843]","(1409.857, 1471.571]","(43.157, 46.114]","(13.25, 69.875]"
57,298.8,1513,40.3,160,0,"(298.529, 299.214]","(1471.571, 1533.286]","(40.2, 43.157]","(126.5, 183.125]"
7242,299.9,1447,51.4,185,0,"(299.214, 299.9]","(1409.857, 1471.571]","(49.071, 52.029]","(183.125, 239.75]"
4385,301.8,1442,45.3,233,1,"(301.271, 301.957]","(1409.857, 1471.571]","(43.157, 46.114]","(183.125, 239.75]"
2984,300.6,1639,30.4,121,0,"(300.586, 301.271]","(1595.0, 1656.714]","(28.371, 31.329]","(69.875, 126.5]"
27,299.1,1811,24.6,77,0,"(298.529, 299.214]","(1780.143, 1841.857]","(22.457, 25.414]","(69.875, 126.5]"
4407,302.3,1394,55.4,57,0,"(301.957, 302.643]","(1348.143, 1409.857]","(54.986, 57.943]","(13.25, 69.875]"
9877,298.8,1374,58.6,123,0,"(298.529, 299.214]","(1348.143, 1409.857]","(57.943, 60.9]","(69.875, 126.5]"
2676,299.7,1592,34.2,8,0,"(299.214, 299.9]","(1533.286, 1595.0]","(31.329, 34.286]","(-43.375, 13.25]"
8545,298.4,1806,27.6,64,0,"(297.843, 298.529]","(1780.143, 1841.857]","(25.414, 28.371]","(13.25, 69.875]"
5262,303.4,1449,43.9,94,0,"(303.329, 304.014]","(1409.857, 1471.571]","(43.157, 46.114]","(69.875, 126.5]"
5841,301.3,1678,30.7,34,0,"(301.271, 301.957]","(1656.714, 1718.429]","(28.371, 31.329]","(13.25, 69.875]"
7021,300.7,1631,32.6,43,0,"(300.586, 301.271]","(1595.0, 1656.714]","(31.329, 34.286]","(13.25, 69.875]"
3248,301.0,1511,39.3,146,0,"(300.586, 301.271]","(1471.571, 1533.286]","(37.243, 40.2]","(126.5, 183.125]"
5667,302.2,2080,19.2,31,0,"(301.957, 302.643]","(2027.0, 2088.714]","(16.543, 19.5]","(13.25, 69.875]"
3884,302.5,1626,36.0,44,0,"(301.957, 302.643]","(1595.0, 1656.714]","(34.286, 37.243]","(13.25, 69.875]"
7663,300.5,1385,54.8,173,0,"(299.9, 300.586]","(1348.143, 1409.857]","(52.029, 54.986]","(126.5, 183.125]"
295,298.1,1716,30.7,119,0,"(297.843, 298.529]","(1656.714, 1718.429]","(28.371, 31.329]","(69.875, 126.5]"
3161,300.4,1314,63.1,146,0,"(299.9, 300.586]","(1286.429, 1348.143]","(60.9, 63.857]","(126.5, 183.125]"
2580,299.3,1293,53.7,189,0,"(299.214, 299.9]","(1286.429, 1348.143]","(52.029, 54.986]","(183.125, 239.75]"
3870,302.7,1461,46.1,10,0,"(302.643, 303.329]","(1409.857, 1471.571]","(43.157, 46.114]","(-43.375, 13.25]"
9210,297.9,2456,13.9,82,0,"(297.843, 298.529]","(2397.286, 2459.0]","(13.586, 16.543]","(69.875, 126.5]"
4404,302.4,1485,45.9,50,0,"(301.957, 302.643]","(1471.571, 1533.286]","(43.157, 46.114]","(13.25, 69.875]"
6952,300.8,1498,40.2,73,0,"(300.586, 301.271]","(1471.571, 1533.286]","(40.2, 43.157]","(69.875, 126.5]"
648,297.7,1400,48.9,147,0,"(297.157, 297.843]","(1348.143, 1409.857]","(46.114, 49.071]","(126.5, 183.125]"
1370,298.7,1451,40.0,86,0,"(298.529, 299.214]","(1409.857, 1471.571]","(37.243, 40.2]","(69.875, 126.5]"
9855,298.7,1516,38.5,61,0,"(298.529, 299.214]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
6992,300.7,1596,36.9,174,0,"(300.586, 301.271]","(1595.0, 1656.714]","(34.286, 37.243]","(126.5, 183.125]"
5532,302.4,1476,46.6,110,0,"(301.957, 302.643]","(1471.571, 1533.286]","(46.114, 49.071]","(69.875, 126.5]"
9620,298.9,1470,45.9,109,0,"(298.529, 299.214]","(1409.857, 1471.571]","(43.157, 46.114]","(69.875, 126.5]"
5708,302.3,1611,38.6,143,0,"(301.957, 302.643]","(1595.0, 1656.714]","(37.243, 40.2]","(126.5, 183.125]"
4209,302.2,1422,47.0,3,0,"(301.957, 302.643]","(1409.857, 1471.571]","(46.114, 49.071]","(-43.375, 13.25]"
681,297.7,1656,33.2,20,0,"(297.157, 297.843]","(1595.0, 1656.714]","(31.329, 34.286]","(13.25, 69.875]"
434,297.5,1484,44.7,40,0,"(297.157, 297.843]","(1471.571, 1533.286]","(43.157, 46.114]","(13.25, 69.875]"
9309,298.3,1562,37.6,137,0,"(297.843, 298.529]","(1533.286, 1595.0]","(37.243, 40.2]","(126.5, 183.125]"
4824,303.4,1499,45.0,16,0,"(303.329, 304.014]","(1471.571, 1533.286]","(43.157, 46.114]","(13.25, 69.875]"
9761,298.6,1703,26.1,5,0,"(298.529, 299.214]","(1656.714, 1718.429]","(25.414, 28.371]","(-43.375, 13.25]"
3159,300.4,1409,47.5,138,0,"(299.9, 300.586]","(1348.143, 1409.857]","(46.114, 49.071]","(126.5, 183.125]"
1489,298.2,1723,26.6,168,0,"(297.843, 298.529]","(1718.429, 1780.143]","(25.414, 28.371]","(126.5, 183.125]"
2987,300.6,1659,28.9,127,0,"(300.586, 301.271]","(1656.714, 1718.429]","(28.371, 31.329]","(126.5, 183.125]"
812,296.8,1338,44.4,128,0,"(296.471, 297.157]","(1286.429, 1348.143]","(43.157, 46.114]","(126.5, 183.125]"
1882,298.0,1581,43.4,113,0,"(297.843, 298.529]","(1533.286, 1595.0]","(43.157, 46.114]","(69.875, 126.5]"
9267,298.2,1362,57.3,28,0,"(297.843, 298.529]","(1348.143, 1409.857]","(54.986, 57.943]","(13.25, 69.875]"
4936,303.5,1284,70.6,94,1,"(303.329, 304.014]","(1224.714, 1286.429]","(69.771, 72.729]","(69.875, 126.5]"
9935,298.4,1452,48.5,73,0,"(297.843, 298.529]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
1940,298.1,1578,35.6,55,0,"(297.843, 298.529]","(1533.286, 1595.0]","(34.286, 37.243]","(13.25, 69.875]"
3296,301.2,1379,43.2,56,0,"(300.586, 301.271]","(1348.143, 1409.857]","(43.157, 46.114]","(13.25, 69.875]"
3534,302.0,1769,26.0,10,0,"(301.957, 302.643]","(1718.429, 1780.143]","(25.414, 28.371]","(-43.375, 13.25]"
4525,302.4,1463,42.2,139,0,"(301.957, 302.643]","(1409.857, 1471.571]","(40.2, 43.157]","(126.5, 183.125]"
3729,302.4,1312,61.5,85,0,"(301.957, 302.643]","(1286.429, 1348.143]","(60.9, 63.857]","(69.875, 126.5]"
7015,300.5,1452,42.9,29,0,"(299.9, 300.586]","(1409.857, 1471.571]","(40.2, 43.157]","(13.25, 69.875]"
1612,297.9,1540,39.8,38,0,"(297.843, 298.529]","(1533.286, 1595.0]","(37.243, 40.2]","(13.25, 69.875]"
1181,297.2,1379,52.1,21,0,"(297.157, 297.843]","(1348.143, 1409.857]","(52.029, 54.986]","(13.25, 69.875]"
1375,298.8,1528,37.1,99,0,"(298.529, 299.214]","(1471.571, 1533.286]","(34.286, 37.243]","(69.875, 126.5]"
9224,297.9,1450,46.8,118,0,"(297.843, 298.529]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
3946,302.2,1658,31.0,2,0,"(301.957, 302.643]","(1656.714, 1718.429]","(28.371, 31.329]","(-43.375, 13.25]"
7210,299.8,1331,50.2,98,0,"(299.214, 299.9]","(1286.429, 1348.143]","(49.071, 52.029]","(69.875, 126.5]"
5211,303.7,1433,53.6,185,0,"(303.329, 304.014]","(1409.857, 1471.571]","(52.029, 54.986]","(183.125, 239.75]"
63,298.9,1812,25.9,174,0,"(298.529, 299.214]","(1780.143, 1841.857]","(25.414, 28.371]","(126.5, 183.125]"
626,298.4,1533,35.2,92,0,"(297.843, 298.529]","(1471.571, 1533.286]","(34.286, 37.243]","(69.875, 126.5]"
4421,302.6,1325,62.4,92,1,"(301.957, 302.643]","(1286.429, 1348.143]","(60.9, 63.857]","(69.875, 126.5]"
1669,298.2,1544,31.4,192,0,"(297.843, 298.529]","(1533.286, 1595.0]","(31.329, 34.286]","(183.125, 239.75]"
2112,299.5,1852,22.6,77,0,"(299.214, 299.9]","(1841.857, 1903.571]","(22.457, 25.414]","(69.875, 126.5]"
5804,301.5,1365,46.5,172,0,"(301.271, 301.957]","(1348.143, 1409.857]","(46.114, 49.071]","(126.5, 183.125]"
9763,298.6,1635,29.7,9,0,"(298.529, 299.214]","(1595.0, 1656.714]","(28.371, 31.329]","(-43.375, 13.25]"
4032,302.0,1383,50.3,231,1,"(301.957, 302.643]","(1348.143, 1409.857]","(49.071, 52.029]","(183.125, 239.75]"
6545,301.4,1738,30.3,104,0,"(301.271, 301.957]","(1718.429, 1780.143]","(28.371, 31.329]","(69.875, 126.5]"
7948,300.8,1479,39.4,18,0,"(300.586, 301.271]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
84,298.9,1422,47.6,15,0,"(298.529, 299.214]","(1409.857, 1471.571]","(46.114, 49.071]","(13.25, 69.875]"
9180,297.9,1507,36.9,13,0,"(297.843, 298.529]","(1471.571, 1533.286]","(34.286, 37.243]","(-43.375, 13.25]"
1462,298.9,1706,27.6,103,0,"(298.529, 299.214]","(1656.714, 1718.429]","(25.414, 28.371]","(69.875, 126.5]"
2283,299.2,1387,51.1,98,0,"(298.529, 299.214]","(1348.143, 1409.857]","(49.071, 52.029]","(69.875, 126.5]"
2887,300.5,1691,27.6,67,0,"(299.9, 300.586]","(1656.714, 1718.429]","(25.414, 28.371]","(13.25, 69.875]"
5834,301.3,1434,49.8,16,0,"(301.271, 301.957]","(1409.857, 1471.571]","(49.071, 52.029]","(13.25, 69.875]"
684,297.7,1538,43.2,30,0,"(297.157, 297.843]","(1533.286, 1595.0]","(43.157, 46.114]","(13.25, 69.875]"
4469,302.7,1446,40.9,211,1,"(302.643, 303.329]","(1409.857, 1471.571]","(40.2, 43.157]","(183.125, 239.75]"
418,297.4,2151,17.7,0,0,"(297.157, 297.843]","(2150.429, 2212.143]","(16.543, 19.5]","(-43.375, 13.25]"
5228,303.9,1343,61.4,14,0,"(303.329, 304.014]","(1286.429, 1348.143]","(60.9, 63.857]","(13.25, 69.875]"
4253,302.6,1329,48.6,111,1,"(301.957, 302.643]","(1286.429, 1348.143]","(46.114, 49.071]","(69.875, 126.5]"
2709,299.6,1641,35.8,81,0,"(299.214, 299.9]","(1595.0, 1656.714]","(34.286, 37.243]","(69.875, 126.5]"
2357,299.3,1772,26.1,52,0,"(299.214, 299.9]","(1718.429, 1780.143]","(25.414, 28.371]","(13.25, 69.875]"
8059,300.2,1540,37.7,71,0,"(299.9, 300.586]","(1533.286, 1595.0]","(37.243, 40.2]","(69.875, 126.5]"
1366,298.7,1368,56.8,72,0,"(298.529, 299.214]","(1348.143, 1409.857]","(54.986, 57.943]","(69.875, 126.5]"
6277,301.2,1461,40.6,47,0,"(300.586, 301.271]","(1409.857, 1471.571]","(40.2, 43.157]","(13.25, 69.875]"
3916,302.6,1453,37.0,135,0,"(301.957, 302.643]","(1409.857, 1471.571]","(34.286, 37.243]","(126.5, 183.125]"
293,298.1,1392,44.8,111,0,"(297.843, 298.529]","(1348.143, 1409.857]","(43.157, 46.114]","(69.875, 126.5]"
2639,299.8,1412,47.8,130,0,"(299.214, 299.9]","(1409.857, 1471.571]","(46.114, 49.071]","(126.5, 183.125]"
9458,298.4,1417,40.6,121,0,"(297.843, 298.529]","(1409.857, 1471.571]","(40.2, 43.157]","(69.875, 126.5]"
1506,298.0,1610,33.7,212,0,"(297.843, 298.529]","(1595.0, 1656.714]","(31.329, 34.286]","(183.125, 239.75]"
9037,297.3,1896,24.4,47,0,"(297.157, 297.843]","(1841.857, 1903.571]","(22.457, 25.414]","(13.25, 69.875]"
7393,299.7,1594,35.4,134,0,"(299.214, 299.9]","(1533.286, 1595.0]","(34.286, 37.243]","(126.5, 183.125]"
1634,297.9,1406,58.5,93,0,"(297.843, 298.529]","(1348.143, 1409.857]","(57.943, 60.9]","(69.875, 126.5]"
2457,299.0,1661,32.2,106,0,"(298.529, 299.214]","(1656.714, 1718.429]","(31.329, 34.286]","(69.875, 126.5]"
9891,298.8,1374,48.1,159,0,"(298.529, 299.214]","(1348.143, 1409.857]","(46.114, 49.071]","(126.5, 183.125]"
5558,302.5,1553,40.1,187,0,"(301.957, 302.643]","(1533.286, 1595.0]","(37.243, 40.2]","(183.125, 239.75]"
9751,298.6,1615,28.8,199,0,"(298.529, 299.214]","(1595.0, 1656.714]","(28.371, 31.329]","(183.125, 239.75]"
2300,299.3,1371,50.5,136,0,"(299.214, 299.9]","(1348.143, 1409.857]","(49.071, 52.029]","(126.5, 183.125]"
4537,302.3,1548,35.3,170,0,"(301.957, 302.643]","(1533.286, 1595.0]","(34.286, 37.243]","(126.5, 183.125]"
2938,300.7,1479,34.5,197,0,"(300.586, 301.271]","(1471.571, 1533.286]","(34.286, 37.243]","(183.125, 239.75]"
1563,298.2,1402,51.0,141,0,"(297.843, 298.529]","(1348.143, 1409.857]","(49.071, 52.029]","(126.5, 183.125]"
5689,302.4,1543,31.1,96,0,"(301.957, 302.643]","(1533.286, 1595.0]","(28.371, 31.329]","(69.875, 126.5]"
8658,297.4,1496,36.4,126,0,"(297.157, 297.843]","(1471.571, 1533.286]","(34.286, 37.243]","(69.875, 126.5]"
7517,300.3,1445,47.3,15,0,"(299.9, 300.586]","(1409.857, 1471.571]","(46.114, 49.071]","(13.25, 69.875]"
1979,298.0,1420,45.8,150,0,"(297.843, 298.529]","(1409.857, 1471.571]","(43.157, 46.114]","(126.5, 183.125]"
1883,298.0,1472,46.7,116,0,"(297.843, 298.529]","(1471.571, 1533.286]","(46.114, 49.071]","(69.875, 126.5]"
3803,302.2,1531,37.5,60,0,"(301.957, 302.643]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
438,297.4,1341,52.2,49,0,"(297.157, 297.843]","(1286.429, 1348.143]","(52.029, 54.986]","(13.25, 69.875]"
4635,303.0,1614,35.7,207,0,"(302.643, 303.329]","(1595.0, 1656.714]","(34.286, 37.243]","(183.125, 239.75]"
4528,302.5,1507,39.5,147,0,"(301.957, 302.643]","(1471.571, 1533.286]","(37.243, 40.2]","(126.5, 183.125]"
4332,301.7,1452,41.5,86,0,"(301.271, 301.957]","(1409.857, 1471.571]","(40.2, 43.157]","(69.875, 126.5]"
3573,301.8,1452,48.4,110,0,"(301.271, 301.957]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
8741,297.4,1538,41.2,126,0,"(297.157, 297.843]","(1533.286, 1595.0]","(40.2, 43.157]","(69.875, 126.5]"
8911,297.1,1773,23.8,169,0,"(296.471, 297.157]","(1718.429, 1780.143]","(22.457, 25.414]","(126.5, 183.125]"
4817,303.5,1674,30.8,0,0,"(303.329, 304.014]","(1656.714, 1718.429]","(28.371, 31.329]","(-43.375, 13.25]"
6435,300.3,1621,34.1,36,0,"(299.9, 300.586]","(1595.0, 1656.714]","(31.329, 34.286]","(13.25, 69.875]"
2986,300.6,1455,48.0,125,0,"(300.586, 301.271]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
7838,300.2,1372,49.2,195,0,"(299.9, 300.586]","(1348.143, 1409.857]","(49.071, 52.029]","(183.125, 239.75]"
704,297.7,1516,33.7,92,0,"(297.157, 297.843]","(1471.571, 1533.286]","(31.329, 34.286]","(69.875, 126.5]"
2280,299.4,1390,57.0,92,0,"(299.214, 299.9]","(1348.143, 1409.857]","(54.986, 57.943]","(69.875, 126.5]"
8734,297.2,1392,41.5,108,0,"(297.157, 297.843]","(1348.143, 1409.857]","(40.2, 43.157]","(69.875, 126.5]"
4147,301.9,1398,44.0,65,0,"(301.271, 301.957]","(1348.143, 1409.857]","(43.157, 46.114]","(13.25, 69.875]"
5412,302.9,1328,59.9,24,0,"(302.643, 303.329]","(1286.429, 1348.143]","(57.943, 60.9]","(13.25, 69.875]"
373,297.4,1412,42.0,111,0,"(297.157, 297.843]","(1409.857, 1471.571]","(40.2, 43.157]","(69.875, 126.5]"
6405,300.1,2151,17.5,173,0,"(299.9, 300.586]","(2150.429, 2212.143]","(16.543, 19.5]","(126.5, 183.125]"
9223,297.9,1382,43.9,116,0,"(297.843, 298.529]","(1348.143, 1409.857]","(43.157, 46.114]","(69.875, 126.5]"
2585,299.0,1620,35.4,199,0,"(298.529, 299.214]","(1595.0, 1656.714]","(34.286, 37.243]","(183.125, 239.75]"
1332,299.0,1868,24.0,221,0,"(298.529, 299.214]","(1841.857, 1903.571]","(22.457, 25.414]","(183.125, 239.75]"
9572,299.7,1405,47.6,192,0,"(299.214, 299.9]","(1348.143, 1409.857]","(46.114, 49.071]","(183.125, 239.75]"
5282,303.8,1381,52.4,140,0,"(303.329, 304.014]","(1348.143, 1409.857]","(52.029, 54.986]","(126.5, 183.125]"
