,Teplota vzduchu,Rychlost otáček,Kroutící moment,Opotřebení nástroje,Porucha
7868,301.3,1641,33.0,145,0
4068,298.0,1472,46.7,116,0
4408,300.6,1308,54.7,52,0
6149,301.3,1458,48.0,104,0
8587,302.2,1372,55.1,9,0
7383,300.9,1523,35.8,205,0
3222,301.2,1798,22.3,59,0
8209,298.8,1640,33.8,9,0
451,297.9,1379,47.3,28,0
3731,299.0,2033,19.3,15,0
8952,301.1,1603,32.6,121,0
4986,297.9,1300,53.0,172,0
3663,300.9,2021,18.8,30,0
2763,297.6,1476,39.0,44,0
658,299.9,1367,53.3,201,0
7677,298.0,1527,32.4,99,0
7675,303.9,1528,38.4,177,0
4620,299.9,1560,38.9,180,0
999,300.5,2072,18.8,75,0
389,301.6,1517,41.1,167,0
3407,300.6,1428,42.6,23,0
1476,300.6,1354,46.9,138,0
2240,302.4,1475,47.9,79,0
2386,303.8,1527,41.9,159,0
9138,297.9,1590,34.6,57,0
992,299.9,1479,46.3,173,0
4997,297.9,1747,25.3,136,0
3922,297.5,1427,44.7,135,0
2972,301.4,2137,18.0,99,0
3386,298.6,1818,24.9,9,0
7884,299.7,1589,36.0,190,0
6959,300.4,1495,51.2,175,0
4769,303.8,1379,50.2,178,0
1293,298.9,1313,56.8,171,0
1824,300.3,1537,37.5,6,0
2873,297.5,1511,42.8,209,0
4173,299.1,1439,44.2,82,0
2535,302.0,1420,45.8,192,0
9131,301.0,1550,34.9,111,0
1907,297.4,1782,25.9,54,0
42,298.6,1353,62.5,9,0
9490,298.2,1429,46.9,117,0
368,303.7,1363,51.8,90,1
1151,300.1,1390,52.1,94,0
7751,303.5,1404,55.8,84,0
9271,301.3,1390,57.4,164,0
5911,301.9,1356,45.7,119,0
8637,302.4,1503,38.2,120,0
7524,297.9,1493,36.0,161,0
4160,297.5,1448,54.3,83,0
4287,300.1,1374,45.4,119,0
7774,302.0,1767,27.4,11,0
6713,302.3,1546,35.5,70,0
174,297.5,1521,38.2,74,0
1903,302.0,1346,54.7,196,0
1099,299.6,1602,37.3,31,0
8113,301.7,1384,50.5,38,0
3408,302.4,1906,21.2,110,0
1538,298.9,1400,49.5,79,0
2292,297.9,1542,33.8,33,0
9299,302.7,1730,28.1,135,0
1363,298.4,1461,46.3,121,0
7807,297.9,1296,62.9,41,0
6680,303.7,1364,46.3,44,0
5260,302.3,1609,31.0,190,0
6814,302.1,1351,49.5,196,0
7055,297.0,1385,56.4,202,1
680,297.9,1403,52.8,0,0
9314,301.4,1470,46.5,101,0
7647,300.4,1639,34.6,24,0
3664,297.2,1864,23.6,103,0
1661,301.7,1441,44.3,208,1
508,298.8,1711,28.5,140,0
166,299.3,1629,32.6,177,0
5497,301.8,1358,52.3,56,0
8298,302.3,1443,54.6,120,0
1006,299.8,1805,23.7,198,0
8351,299.0,1672,33.2,144,0
1914,303.0,1483,38.8,114,0
3494,299.2,1384,48.7,93,0
9632,299.1,1445,43.4,197,0
9749,298.6,1541,36.9,12,0
6443,296.8,1368,52.0,140,0
4990,302.3,1523,43.2,210,0
2536,299.2,1415,43.5,53,0
1104,302.4,1666,29.7,125,0
3875,299.8,1567,36.1,95,0
7522,301.0,1670,31.3,150,0
1752,298.2,1326,54.4,75,0
5310,297.1,1880,23.5,155,0
9352,298.5,1630,33.3,116,0
2916,298.6,1627,33.4,99,0
8057,300.6,1486,41.2,127,0
5754,302.6,1614,36.0,74,0
152,302.1,1421,52.0,95,0
7689,301.3,1432,54.4,51,0
5679,303.0,1486,42.4,112,0
3907,301.8,1529,41.6,12,0
9134,300.3,1448,42.4,145,0
2552,302.2,1743,28.1,170,0
2773,301.5,1568,33.1,38,0
8177,302.5,1405,57.4,152,0
3551,301.4,1381,46.1,70,0
3722,295.6,1446,49.9,133,0
6639,297.0,1573,34.9,93,0
520,301.1,1621,31.0,108,0
8521,298.2,1408,46.3,3,0
4538,303.7,2130,18.1,185,0
9259,300.2,1777,27.5,151,0
1822,300.1,1410,48.3,118,0
4086,297.4,1412,42.0,111,0
6147,301.5,1623,33.5,157,0
8741,301.8,1322,53.0,166,0
7329,296.9,1466,45.7,153,0
7740,300.7,1369,51.2,63,0
309,302.5,1451,43.2,189,0
7719,302.7,1369,47.5,11,1
8727,298.5,1513,33.6,172,0
7313,300.4,1560,42.3,186,0
3599,300.4,1398,42.6,176,0
3622,302.2,1398,47.2,202,0
3811,297.2,1530,35.9,197,0
3450,301.2,1449,45.5,23,0
4591,297.5,1596,37.1,30,0
205,297.4,1463,35.0,183,0
9839,302.7,1398,47.3,70,0
1135,300.5,1550,37.4,148,0
9383,303.4,1419,50.9,39,0
2749,297.8,1434,43.3,96,0
3613,303.5,1515,39.2,24,0
305,302.6,1502,47.3,171,0
1849,301.5,1535,39.0,204,0
6444,297.3,1601,35.7,9,0
1988,297.4,1532,38.7,136,0
3240,302.4,1652,33.9,139,0
2798,298.9,1602,38.2,58,0
4515,301.0,1740,28.9,129,0
5630,300.7,1603,34.1,17,0
7713,302.5,1520,44.9,94,0
3109,300.6,1413,41.3,43,0
4939,299.9,1345,56.8,10,0
4059,298.6,1615,28.8,199,0
1987,298.0,1619,40.1,45,0
7156,300.2,1619,31.3,38,0
8873,299.5,1602,31.5,193,0
8928,303.7,1444,52.7,46,0
383,301.4,1639,28.9,94,0
5634,297.6,1413,40.2,51,0
4307,301.4,1388,45.3,188,0
3388,303.3,1350,48.1,32,1
3156,301.3,1834,25.4,22,0
9994,300.8,1383,46.6,19,0
2727,303.1,1407,41.2,107,0
6332,300.4,1309,55.5,71,0
6277,298.1,1671,28.8,41,0
8683,298.6,1429,45.8,113,0
8301,298.8,1334,49.3,42,0
7928,299.3,1305,60.6,44,0
3832,296.9,1397,48.3,22,0
8704,299.2,1330,51.2,56,0
4776,297.4,1487,46.2,150,0
4276,297.2,1431,43.7,46,0
253,301.6,1494,39.5,24,0
9497,300.1,1422,46.2,134,0
9589,300.5,1950,20.3,208,0
8687,295.7,1343,54.4,119,0
278,300.1,1495,41.0,193,0
3252,300.7,1486,41.2,71,0
2480,297.1,1483,46.9,203,0
289,302.6,1563,39.0,97,0
6085,301.2,1644,31.6,166,0
3075,302.2,1987,19.9,200,0
8273,300.7,1639,31.4,48,0
7597,298.3,1534,33.2,75,0
8701,302.3,1591,32.7,171,0
5089,297.7,1547,36.8,74,0
7282,301.6,1397,49.4,104,0
9716,298.3,1362,53.8,164,0
8401,298.5,1379,49.6,152,0
6120,301.9,1435,44.2,16,0
7753,298.8,1634,27.9,12,0
270,301.9,1472,39.7,187,0
6009,298.9,1500,44.2,115,0
4570,297.2,1569,31.2,63,0
7862,302.4,1362,54.8,155,1
8003,295.7,1739,25.9,94,0
2971,303.7,1406,41.9,48,0
6192,299.1,1617,32.3,223,0
8767,302.8,1481,40.2,230,0
4207,297.4,1573,33.9,123,0
3218,300.6,1552,36.4,113,0
1391,298.0,1481,42.5,54,0
3975,301.3,1678,30.7,34,0
4316,297.9,1635,34.0,142,0
6696,303.7,1606,37.4,103,0
9664,299.8,1457,51.9,89,0
7447,300.2,1463,37.5,145,0
83,302.4,1506,40.8,204,0
873,301.5,1378,55.3,109,0
9604,297.1,1456,50.0,166,0
8024,297.9,1593,34.9,83,0
4557,302.8,1550,32.3,76,0
4500,298.6,1542,48.4,42,0
4647,296.2,1526,42.3,129,0
2038,298.5,1384,54.4,44,0
9693,304.0,1465,41.0,69,0
6908,300.1,1627,29.2,95,0
2450,302.6,1450,43.2,68,0
3954,297.9,1647,30.8,212,0
2329,298.5,1451,47.5,18,0
9123,299.6,1574,35.0,133,0
9289,298.7,1297,55.3,148,0
5042,298.9,1776,25.7,51,0
9363,297.2,1469,48.2,144,0
4746,298.9,1742,34.5,117,0
9366,297.8,1456,39.6,199,0
8052,299.7,1386,46.6,2,0
8999,301.7,1523,34.7,181,0
7942,299.6,1743,24.8,99,0
8610,299.2,1841,22.8,40,0
2401,296.6,1544,42.3,170,0
5520,297.4,1809,23.8,131,0
1216,300.9,1701,30.4,55,0
8694,300.5,1661,30.0,158,0
6020,297.5,1363,53.6,194,0
6864,298.3,1575,41.2,105,0
1064,297.6,1278,50.4,2,0
3786,303.8,1503,40.0,154,0
4410,300.4,1752,29.0,52,0
6858,295.5,1456,39.2,167,0
6759,298.8,1607,39.5,105,0
5523,302.3,1793,25.3,200,0
5996,299.2,1325,52.0,34,0
8832,300.5,1556,45.3,58,0
5888,300.4,2496,13.5,5,0
2161,298.3,1618,31.5,108,0
3008,301.9,1518,34.1,155,0
1105,298.8,1395,44.4,33,0
6653,296.9,1385,44.8,144,0
692,297.9,1490,46.2,6,0
7512,299.5,1387,56.2,32,0
4956,297.7,1429,44.1,26,0
6596,299.1,1506,38.0,125,0
8479,298.0,1314,47.8,19,0
4369,299.5,1496,38.5,162,0
2765,302.7,1477,46.3,251,1
3929,298.8,1529,44.0,136,0
8118,298.0,1442,44.1,204,0
8734,302.3,1321,52.7,134,1
7529,298.0,1683,32.8,122,0
8079,300.7,1312,52.1,107,0
628,302.4,1448,50.5,53,0
2451,299.7,1540,34.4,91,0
9270,300.9,1708,29.1,14,0
6577,302.2,1626,31.6,62,0
3824,298.2,1645,28.2,58,0
8976,298.0,1606,35.2,195,0
2652,296.3,1446,45.9,180,0
9106,296.8,1718,25.2,148,0
3743,301.6,1377,44.9,161,0
2176,302.2,1663,29.6,115,0
9905,301.7,1527,42.2,144,0
9262,302.3,1611,31.8,169,0
3318,303.6,1915,22.3,116,0
7439,300.2,1529,35.5,21,0
2787,301.3,1593,30.8,210,0
4105,297.6,1552,40.9,90,0
7224,302.7,1828,24.0,63,0
1676,298.4,2118,17.7,210,0
3947,303.5,1441,56.8,88,0
4444,298.0,1618,35.2,31,0
2936,299.8,1698,28.3,103,0
7159,297.5,1393,46.6,56,0
7765,302.0,1567,36.4,114,0
5722,300.2,1570,35.3,138,0
7440,298.3,1519,40.0,96,0
2503,298.4,1651,28.5,141,0
8481,301.6,1562,34.4,162,0
2369,302.1,1497,38.4,28,0
4967,296.5,1523,40.7,85,0
5883,300.3,1663,33.6,38,0
2217,298.9,1452,49.9,187,0
5847,300.6,1389,52.1,210,0
2218,297.8,1622,32.1,18,0
3326,298.0,1606,30.8,17,0
8517,300.0,1604,38.7,185,0
3583,303.3,1692,30.6,18,0
9823,302.1,1454,46.8,0,0
3619,296.2,1711,29.9,42,0
7706,298.3,1457,52.5,98,0
6431,297.5,1480,42.4,112,0
3115,298.9,1791,27.6,166,0
85,300.5,1415,43.5,98,0
5973,301.9,1465,44.3,57,0
2801,297.7,1354,50.2,103,0
3671,298.2,1952,21.6,93,0
3667,298.8,1415,53.2,194,0
9793,299.0,1526,41.1,20,0
5158,298.8,1629,31.9,49,0
5725,298.1,1479,45.0,136,0
4590,302.5,1826,25.3,203,0
2019,298.3,1408,45.4,98,0
9272,299.7,1469,39.5,26,0
2525,302.5,1487,40.2,48,0
7310,299.3,1511,37.2,129,0
8310,300.4,1523,38.5,124,0
3212,298.9,1830,24.9,35,0
519,301.0,1559,31.8,195,0
5366,298.6,1533,40.7,106,0
6942,302.6,1782,26.8,198,0
2895,298.5,1474,41.3,189,0
244,298.8,1366,59.0,94,0
5930,297.7,1404,50.3,97,0
4714,301.5,1638,31.9,137,0
9206,301.3,2165,17.4,143,0
3425,300.7,1505,34.9,7,0
6930,298.1,1342,48.1,54,0
6719,302.2,1386,50.0,132,0
6632,299.6,1568,35.3,77,0
6176,300.7,1580,38.3,102,0
7249,295.5,1423,45.3,205,0
5509,301.7,1405,46.4,207,1
2001,298.2,1388,53.8,137,0
885,300.5,1709,32.3,64,0
869,302.0,1567,41.1,26,0
9907,303.5,1572,44.7,84,0
5720,298.2,1469,43.0,88,0
356,302.4,1648,30.0,122,0
9906,303.0,1645,29.6,129,0
5451,298.1,1676,30.5,22,0
8192,300.9,1420,43.0,133,0
6437,298.5,1553,34.9,18,0
7703,298.5,1364,58.7,123,0
1275,296.3,1958,19.1,67,0
1890,301.4,1459,46.9,27,0
8685,298.1,1638,35.1,38,0
6567,298.6,1580,33.9,70,0
9182,302.9,1571,40.6,139,0
3563,299.0,1412,44.1,246,0
5787,302.3,1487,46.0,184,0
4958,298.9,1411,51.3,43,0
1546,303.7,1572,37.2,192,0
2380,303.5,1493,38.7,14,0
3823,301.0,1776,28.8,138,0
3232,297.4,1481,48.0,117,0
8398,298.1,1530,40.2,65,0
3306,298.1,1665,29.6,20,0
492,299.1,1397,49.5,165,0
3499,300.3,1567,37.7,180,0
6663,298.8,1423,42.1,154,0
1116,299.1,1921,23.9,158,0
5637,298.1,1316,57.2,191,0
8773,298.9,1328,49.2,11,0
6146,299.8,1412,42.5,181,0
9866,300.4,1487,37.4,162,0
8774,304.0,1377,56.0,61,0
6706,299.6,1553,32.4,112,0
8225,299.1,1657,31.0,129,0
7964,302.3,1609,32.3,49,0
3645,302.0,1453,42.7,92,0
2500,303.6,1630,32.4,223,0
5677,299.4,1439,49.7,9,0
5241,303.0,1392,42.9,94,0
6517,300.8,1427,43.3,180,0
2783,301.3,1344,54.8,186,0
6158,302.3,1434,51.9,173,0
3809,300.3,1405,49.4,77,0
6618,303.4,1499,39.4,197,0
8645,303.6,1431,49.0,162,0
7812,295.8,1480,43.2,92,0
1696,300.2,2370,14.7,144,0
5685,300.7,1564,36.8,11,0
8099,297.3,1384,49.1,206,0
5939,302.4,1923,23.3,172,0
2052,297.4,1462,49.7,132,0
1776,300.7,1457,47.2,74,0
6559,297.5,1369,54.8,145,0
3313,297.7,1334,53.0,156,0
4781,300.5,1575,32.5,168,0
8464,298.9,1655,31.5,172,0
8270,303.7,1671,30.5,163,0
1592,301.2,1445,45.6,18,0
1723,300.8,1434,44.5,89,0
215,300.3,1360,48.0,119,0
6325,298.1,1565,36.3,140,0
8255,300.6,1474,40.7,87,0
490,297.5,1738,24.0,195,0
9132,301.9,1763,28.4,103,0
3483,303.4,2133,18.3,207,0
5102,298.1,1335,50.4,110,0
5187,298.8,1753,27.5,130,0
3431,302.6,1537,35.5,91,0
8372,301.2,1516,44.4,53,0
8179,298.1,1495,38.7,188,0
5513,300.5,1528,42.4,163,0
25,298.5,1450,43.9,28,0
3512,296.6,1809,25.1,86,0
2409,299.2,1610,33.3,233,0
3270,301.6,1694,26.3,14,0
5209,297.7,1498,41.0,176,0
8710,299.8,1452,44.3,167,0
1552,297.9,1577,34.7,5,0
9196,300.1,1546,36.7,77,0
8620,300.6,1644,33.8,148,0
3871,298.2,1345,44.3,37,0
3402,298.3,1376,57.0,198,0
4529,300.1,2141,17.9,33,0
979,299.4,1417,47.3,59,0
2655,297.2,1429,42.0,6,0
1847,298.6,1449,42.5,16,0
7963,302.9,1469,48.7,130,0
8239,300.5,1347,50.1,213,0
7144,302.5,1603,32.4,194,0
8713,298.3,1361,56.9,81,0
5721,302.1,1376,46.3,210,1
515,302.4,1645,31.6,93,0
7205,298.5,1563,44.6,163,0
8296,301.4,1543,36.9,97,0
1102,300.6,1734,29.9,72,0
3276,297.4,1501,44.9,20,0
7216,304.3,1775,24.9,39,0
7388,302.2,1443,47.0,90,0
9076,296.6,1654,31.0,91,0
8336,297.7,1370,53.4,162,0
3996,297.7,1656,33.2,20,0
194,300.2,1432,43.6,127,0
4711,300.8,1452,43.0,139,0
643,302.5,1802,26.4,192,0
8388,300.8,1505,45.5,141,0
3285,299.0,1337,57.4,146,0
3116,303.8,1573,34.6,14,0
6475,298.1,1453,41.5,204,0
3575,302.5,1595,34.6,112,0
9022,300.8,1680,28.7,22,0
4320,301.4,1647,33.3,85,0
9991,302.5,1574,38.7,30,0
2207,300.4,1395,48.1,201,0
4552,298.2,2051,19.2,90,0
7315,303.8,1619,30.9,142,0
3718,300.2,1891,22.6,86,0
972,298.1,1432,49.8,198,0
4579,300.8,1435,44.8,134,0
719,299.3,1462,40.5,24,0
6513,304.0,2012,21.1,115,0
6155,295.7,1397,52.0,101,0
9429,298.2,1520,35.7,40,0
3896,299.1,1320,67.5,20,1
2803,303.9,1499,37.4,7,0
2566,298.5,1565,33.7,150,0
4025,298.2,1544,31.4,192,0
6198,302.2,1350,56.6,76,0
32,303.0,1511,45.7,184,0
9535,297.4,1446,48.1,88,0
8830,299.2,1908,21.3,104,0
9817,298.5,1568,40.6,39,0
4063,298.2,1402,51.0,141,0
8947,296.6,1521,38.6,173,0
5540,302.8,1422,46.1,4,0
1697,300.5,1435,43.3,31,0
2792,298.2,1532,42.5,154,0
2222,302.6,1354,48.0,67,0
5818,300.0,1465,40.6,9,0
9661,300.0,1364,41.2,104,0
3764,303.4,1353,44.1,192,1
3866,301.7,1671,31.6,137,0
7850,301.7,1660,29.3,72,0
8661,298.2,1355,49.4,209,0
8937,300.2,1342,48.7,68,0
6670,297.1,1502,37.3,181,0
7082,299.7,1603,31.4,141,0
3758,298.8,1872,22.5,82,0
9891,298.6,1925,22.1,7,0
3227,303.6,1637,32.9,19,0
7801,300.8,1477,37.3,164,0
3923,304.2,1424,43.7,151,0
3904,302.3,1443,44.1,51,0
2277,301.8,1436,49.0,214,0
8884,297.4,1336,53.7,61,0
1401,300.8,1741,27.1,39,0
739,298.9,1615,33.0,221,0
4266,301.2,1396,47.4,5,0
9860,296.7,1874,21.3,130,0
8377,301.5,1453,44.2,129,0
7468,298.6,1310,59.7,40,0
3851,300.5,1431,49.4,37,0
8630,297.2,1425,45.8,109,0
2661,297.3,1551,40.0,125,0
6503,300.9,1316,56.5,120,0
7231,301.9,1467,48.1,43,0
674,297.5,1585,37.6,2,0
7089,297.0,1479,39.2,151,0
9115,300.4,1614,33.5,191,0
3841,302.0,1865,22.7,48,0
1815,298.0,1784,27.8,163,0
8334,298.2,1769,27.2,188,0
9837,297.5,1469,44.0,185,0
9200,300.7,1778,27.1,215,0
4653,299.9,1328,49.9,206,0
8285,298.3,1484,44.3,173,0
2100,300.6,1388,42.9,190,0
7710,297.3,1431,42.0,109,0
1673,297.3,1935,19.3,24,0
2101,296.8,1480,39.4,122,0
4213,302.3,1500,40.2,30,0
7259,302.2,1378,55.5,35,0
1548,298.5,1595,32.3,46,0
6405,303.8,1633,32.9,207,0
3323,302.2,1555,34.2,185,0
7252,297.5,1471,37.7,197,0
355,303.3,1506,40.0,50,0
5184,300.7,1378,41.2,93,0
1461,300.5,1795,27.7,117,0
7623,298.7,1444,54.2,62,0
9384,303.9,1602,33.9,165,0
3220,302.1,1616,35.1,57,0
939,303.7,1561,33.3,153,0
5147,301.0,1437,56.0,33,0
5923,300.6,1411,41.6,140,0
7882,302.1,1574,34.1,215,0
1751,300.2,1418,49.3,16,0
8009,303.8,1589,37.2,203,0
7596,300.8,1505,41.3,173,0
1772,298.4,1429,41.8,203,0
1196,298.0,1529,34.1,11,0
1878,304.2,1329,54.5,75,0
2668,300.2,1678,30.5,142,0
3171,300.6,1658,34.7,88,0
2016,299.9,1535,38.1,160,0
2005,300.5,1373,47.4,56,0
8271,299.1,1524,51.4,66,0
3893,296.4,1556,38.0,62,0
9990,298.7,1364,44.9,106,0
3237,299.7,1491,40.1,195,0
4424,300.3,1547,39.7,121,0
4744,298.1,1581,47.4,51,0
2078,300.3,1989,22.3,121,0
5219,301.7,1298,65.5,229,1
396,300.5,1702,33.1,71,0
2788,300.5,1564,38.2,199,0
9338,298.8,1309,57.4,185,0
6505,298.2,1444,53.1,83,0
4072,302.5,1507,39.5,147,0
5574,301.9,1605,40.0,179,0
8368,302.7,1564,34.3,0,0
9506,300.6,1341,52.6,21,0
5355,302.7,1376,52.8,164,0
8365,300.9,1350,53.8,131,0
7855,297.4,1645,30.8,196,0
8848,298.8,1331,61.6,46,0
1519,296.8,1549,48.3,105,0
9971,298.3,1539,43.4,69,0
1378,298.2,1512,34.9,181,0
5672,302.7,1652,31.0,81,0
1023,297.4,1478,49.8,150,0
2587,298.3,1379,43.2,0,0
9140,299.6,1803,27.7,159,0
5621,298.4,1367,57.8,92,0
7636,297.6,1453,39.7,69,0
5008,299.9,1598,34.6,111,0
2857,298.3,1447,38.1,146,0
8253,299.0,1509,38.0,168,0
5771,301.7,1644,32.8,206,0
5842,297.3,1518,36.0,59,0
7153,300.1,1321,46.9,75,0
5832,301.6,1679,29.5,10,0
1629,298.6,1397,46.4,36,0
4888,297.7,1458,41.1,14,0
4526,303.6,1451,43.4,119,0
3523,298.6,1630,30.6,2,0
5904,297.7,1893,24.6,15,0
7780,297.5,1497,35.8,44,0
3607,297.5,1481,38.8,14,0
9417,303.9,1624,39.8,107,0
5220,300.4,1433,42.2,14,0
234,301.9,1446,43.2,225,0
7754,301.9,1472,47.0,73,0
3796,297.3,1461,37.5,161,0
4118,297.3,1434,44.8,21,0
6318,299.9,1509,42.8,190,0
5001,298.0,1401,54.7,65,0
3800,297.7,1327,63.7,21,0
7548,297.4,1502,43.6,169,0
3899,298.7,1464,38.0,74,0
5024,298.9,1452,45.5,196,0
1948,300.3,1605,37.1,160,0
6361,298.9,1363,52.6,190,0
470,299.7,1554,41.6,62,0
9825,299.9,1288,69.6,62,1
3492,302.6,2001,20.7,137,0
6091,302.5,1759,24.6,124,0
2671,300.6,1312,45.2,73,0
9799,300.7,1261,56.6,98,0
2224,301.3,1348,44.5,78,0
1106,303.3,1315,62.0,42,1
2188,300.4,1656,36.3,127,0
818,298.4,1423,48.0,135,0
5571,297.2,1487,46.9,173,0
4523,298.2,1651,31.5,197,0
5793,301.4,1776,25.6,30,0
9380,300.8,1494,42.2,35,0
8779,297.6,1475,46.6,54,0
7458,299.8,1401,48.1,143,0
2624,296.6,1542,37.4,88,0
7093,297.8,1282,58.1,108,0
9391,302.7,1725,29.0,209,0
9915,299.7,1477,42.7,163,0
9118,302.8,1764,29.9,162,0
888,297.9,1954,21.1,42,0
2437,300.1,1501,39.3,195,0
6056,300.7,1619,34.9,57,0
7063,301.4,1374,47.6,176,0
817,302.3,1508,42.3,159,0
8933,299.1,1429,50.1,84,0
3414,300.9,1671,33.5,148,0
6352,298.6,1375,55.4,145,0
2341,298.3,1538,32.2,173,0
9028,298.1,1445,48.0,73,0
3167,302.9,1556,36.5,44,0
1809,302.7,1360,47.8,11,0
8034,301.7,1311,57.4,40,1
1264,300.2,1506,35.6,63,0
5086,300.1,1616,32.0,199,0
7454,300.5,1451,48.6,208,0
5835,297.6,1443,38.2,85,0
5194,301.6,1726,26.7,150,0
4449,301.3,1418,45.4,59,0
4945,301.4,1433,43.4,86,0
4045,300.2,1540,37.7,71,0
6502,300.0,1606,33.5,135,0
3702,300.7,1667,30.5,29,0
1035,302.1,1364,50.0,205,0
9255,299.1,1425,52.7,154,0
5590,297.9,1665,33.9,102,0
1228,302.9,1634,36.9,71,0
7269,300.5,1552,41.3,116,0
6810,300.5,1270,67.5,208,1
5141,300.3,1378,47.5,64,0
52,303.8,1819,23.7,16,0
7325,299.3,1520,33.7,76,0
8394,295.9,1547,40.9,107,0
159,301.9,1719,31.9,0,0
7551,301.5,1469,49.5,107,0
1587,298.7,1411,45.1,51,0
1589,301.9,1480,47.1,68,0
9840,302.3,1355,50.1,104,0
9327,302.5,1349,55.1,187,1
6929,299.8,1355,56.7,7,0
6595,300.8,1434,39.1,82,0
6174,299.0,1242,60.9,117,0
7692,300.1,1329,57.4,99,0
3858,301.5,1573,37.4,37,0
9813,298.2,1439,41.6,62,0
6690,297.8,1567,35.6,131,0
2828,302.1,1369,50.8,164,0
436,300.9,1615,32.0,183,0
8104,298.3,1597,32.4,69,0
8167,300.1,1524,40.6,98,0
3878,301.6,1369,45.4,156,0
1588,300.5,1994,19.8,189,0
2780,302.9,1339,52.1,145,0
8980,298.6,1465,41.1,30,0
8560,302.2,1521,40.6,52,0
5686,302.4,1330,58.6,201,0
3965,298.8,1513,40.3,160,0
4727,301.5,1871,21.3,152,0
973,299.2,1381,42.5,54,0
1238,300.5,1560,30.2,139,0
2951,303.7,1523,40.7,59,0
2342,300.7,1523,38.2,73,0
7348,300.4,1416,43.3,66,0
7309,300.4,1831,23.4,133,0
6046,303.2,1427,45.6,25,0
2158,300.9,1512,41.2,49,0
9287,301.8,1523,43.3,60,0
6906,301.3,1459,44.7,92,0
1497,300.8,2237,17.0,95,0
4545,302.5,1400,54.0,196,0
6465,297.1,1583,38.2,150,0
4257,296.8,1492,43.7,222,0
2422,298.8,1634,33.6,27,0
8563,302.2,1562,38.0,162,0
5185,299.0,1929,24.4,180,0
5647,300.5,2633,12.2,17,1
357,302.7,1389,46.5,15,0
5242,300.0,1489,40.3,7,0
9931,296.3,1319,68.3,24,1
9239,302.4,1445,46.4,125,0
2092,303.6,1593,31.6,52,0
5409,300.7,1336,53.3,68,0
2015,300.1,1463,45.1,113,0
9058,302.1,1359,49.3,41,1
4044,299.3,1772,26.1,52,0
187,299.8,1361,53.8,167,0
6857,301.6,1687,26.6,16,0
3655,297.7,1289,51.3,82,0
3426,298.0,1387,50.8,204,0
7336,298.6,1677,31.2,180,0
1381,300.7,1419,47.7,179,0
7467,298.0,1555,37.0,111,0
413,299.8,1434,48.0,82,0
5037,300.7,1329,54.3,80,0
4897,300.7,1877,24.8,64,0
3336,301.2,1498,49.5,3,0
3606,300.0,1413,40.7,117,0
3175,302.3,2170,18.2,91,0
2241,302.7,1688,32.0,155,0
9707,300.7,1635,32.4,213,0
7978,300.6,1293,52.3,49,0
256,302.3,1295,57.1,146,0
7058,302.9,1515,40.8,183,0
200,303.8,1428,53.3,152,0
2235,298.6,1334,48.0,42,0
4743,299.6,1558,34.8,115,0
1767,299.0,1408,48.5,25,0
4236,299.3,1483,43.5,15,0
6728,298.5,1692,26.7,118,0
8449,300.8,1811,25.1,136,0
7166,297.7,1500,39.9,158,0
1572,297.3,1430,41.9,95,0
24,303.7,1395,53.9,123,0
3363,298.8,1363,44.0,25,0
1088,299.2,1712,26.4,95,0
4674,297.4,1643,31.0,89,0
2694,301.4,1217,60.6,103,0
7581,302.9,1550,45.5,72,0
3398,302.6,1520,43.0,88,0
3559,300.2,1448,40.1,209,0
9155,301.3,1719,29.5,62,0
2841,301.0,1399,58.0,190,1
2311,300.6,1457,47.7,120,0
8332,301.8,1618,37.8,59,0
3234,300.0,1812,28.3,94,0
4152,296.6,1406,41.5,189,0
1309,300.6,1380,47.6,246,1
695,300.3,1320,62.2,142,0
8814,299.2,1514,41.9,196,0
3752,300.3,1400,43.8,0,0
6337,298.3,1349,52.1,104,0
1227,300.3,1613,34.7,142,0
1999,301.0,1301,55.0,9,0
276,300.5,1312,51.4,60,0
6769,301.4,1487,44.6,88,0
9929,300.6,1656,32.7,44,0
5929,302.3,1842,23.9,111,0
2953,302.5,1521,40.2,174,0
3637,297.5,1678,34.4,148,0
3906,302.6,1442,59.8,169,1
4778,295.5,1573,35.1,129,0
5845,299.8,1491,47.5,216,0
9697,297.7,1740,27.1,136,0
4117,296.8,1513,40.0,130,0
8410,300.9,1609,28.7,39,0
1137,301.3,1419,55.7,125,0
2767,298.2,1540,34.8,32,0
2334,301.5,1417,44.6,49,0
8535,301.0,1765,24.2,179,0
942,300.2,1752,27.8,208,0
7661,302.8,1682,30.9,58,0
2490,300.8,1498,45.8,47,0
9678,297.9,1344,54.3,151,0
6290,297.9,1519,44.0,37,0
4935,301.5,1396,43.5,112,0
3935,301.0,1609,35.8,156,0
6955,296.8,1551,38.9,112,0
2384,299.5,1590,35.9,22,0
115,301.8,1505,41.2,33,0
1863,297.4,1343,40.0,61,0
9975,300.3,1374,47.9,222,1
3119,298.1,1417,39.2,65,0
4258,302.6,1321,53.4,42,0
8299,297.4,1439,51.9,188,0
902,298.9,2861,4.6,143,1
2819,297.5,1831,26.6,105,0
3822,297.8,1315,54.0,180,0
7120,302.6,1542,34.1,137,0
6889,298.3,1456,45.5,75,0
9089,298.8,1525,39.7,77,0
4699,296.9,1555,33.7,229,0
8917,297.2,1437,52.4,37,0
